,game_id,season,date,away_team,away_score,home_team,home_score,result,a_eFGp,a_FTr,a_ORBp,a_TOVp,h_eFGp,h_FTr,h_ORBp,h_TOVp
0,131410290001,1314,2013-10-29,ORL,87,IND,97,1,,,,,,,,
1,131410290002,1314,2013-10-29,CHI,95,MIA,107,1,,,,,,,,
2,131410290003,1314,2013-10-29,LAC,103,LAL,116,1,,,,,,,,
3,131410300004,1314,2013-10-30,BRK,94,CLE,98,1,,,,,,,,
4,131410300005,1314,2013-10-30,BOS,87,TOR,93,1,,,,,,,,
5,131410300006,1314,2013-10-30,MIA,110,PHI,114,1,0.5902777777777778,0.3055555555555556,0.14300000000000002,0.17516543402101983,,,,
6,131410300007,1314,2013-10-30,WAS,102,DET,113,1,,,,,,,,
7,131410300008,1314,2013-10-30,MIL,83,NYK,90,1,,,,,,,,
8,131410300009,1314,2013-10-30,IND,95,NOP,90,0,0.528169014084507,0.30985915492957744,0.278,0.1903311762466692,,,,
9,131410300010,1314,2013-10-30,ORL,115,MIN,120,1,0.43548387096774194,0.06451612903225806,0.277,0.1486013986013986,,,,
10,131410300011,1314,2013-10-30,CHA,83,HOU,96,1,,,,,,,,
11,131410300012,1314,2013-10-30,MEM,94,SAS,101,1,,,,,,,,
12,131410300013,1314,2013-10-30,ATL,109,DAL,118,1,,,,,,,,
13,131410300014,1314,2013-10-30,OKC,101,UTA,98,0,,,,,,,,
14,131410300015,1314,2013-10-30,POR,91,PHO,104,1,,,,,,,,
15,131410300016,1314,2013-10-30,DEN,88,SAC,90,1,,,,,,,,
16,131410300017,1314,2013-10-30,LAL,94,GSW,125,1,0.5268817204301075,0.1935483870967742,0.375,0.15283140283140284,,,,
17,131410310018,1314,2013-10-31,NYK,81,CHI,82,1,0.528169014084507,0.2112676056338028,0.188,0.21894904458598724,0.463855421686747,0.21686746987951808,0.239,0.16198704103671704
18,131410310019,1314,2013-10-31,GSW,115,LAC,126,1,0.622093023255814,0.20930232558139536,0.189,0.13498920086393087,0.5421686746987951,0.1566265060240964,0.227,0.14662756598240467
19,131411010020,1314,2013-11-01,CLE,84,CHA,90,1,0.44642857142857145,0.27380952380952384,0.364,0.10003637686431428,0.3888888888888889,0.14444444444444443,0.231,0.06616257088846882
20,131411010021,1314,2013-11-01,NOP,90,ORL,110,1,0.4294117647058823,0.2,0.326,0.13731233980227023,0.4792746113989637,0.08808290155440414,0.2815,0.14563914780292944
21,131411010022,1314,2013-11-01,PHI,109,WAS,102,0,0.5875,0.25,0.25,0.1658069270449521,0.5,0.3076923076923077,0.289,0.14803849000740193
22,131411010023,1314,2013-11-01,TOR,95,ATL,102,1,0.47093023255813954,0.13953488372093023,0.42200000000000004,0.15028288543140028,0.5394736842105263,0.35526315789473684,0.125,0.15682656826568264
23,131411010024,1314,2013-11-01,MIL,105,BOS,98,0,0.49324324324324326,0.13513513513513514,0.152,0.2248728979272585,0.5075757575757576,0.30303030303030304,0.19399999999999998,0.21834061135371177
24,131411010025,1314,2013-11-01,MIA,100,BRK,101,1,0.589171974522293,0.20382165605095542,0.161,0.1741340361445783,0.4573170731707317,0.23170731707317074,0.22,0.13945704722945332
25,131411010026,1314,2013-11-01,DAL,105,HOU,113,1,0.6428571428571429,0.24675324675324675,0.2,0.1859427296392711,0.5328947368421053,0.19736842105263158,0.359,0.17214996174445293
26,131411010027,1314,2013-11-01,DET,108,MEM,111,1,0.5576923076923077,0.3333333333333333,0.324,0.16286644951140067,0.46236559139784944,0.08602150537634409,0.23399999999999999,0.12323943661971831
27,131411010028,1314,2013-11-01,OKC,81,MIN,100,1,0.4444444444444444,0.35802469135802467,0.227,0.11979358643568007,0.46,0.28,0.259,0.10856079404466501
28,131411010029,1314,2013-11-01,POR,113,DEN,98,0,0.4567901234567901,0.20987654320987653,0.23399999999999999,0.12433052792654935,0.4620253164556962,0.189873417721519,0.21100000000000002,0.17228177641653905
29,131411010030,1314,2013-11-01,UTA,84,PHO,87,1,0.4936708860759494,0.25316455696202533,0.222,0.19264448336252188,0.5421686746987951,0.1686746987951807,0.282,0.14161631419939577
30,131411010031,1314,2013-11-01,LAC,110,SAC,101,0,0.5446428571428571,0.27380952380952384,0.3185,0.14522467110883308,0.4567901234567901,0.19753086419753085,0.25,0.13318112633181126
31,131411010032,1314,2013-11-01,SAS,91,LAL,85,0,0.5986842105263158,0.13157894736842105,0.10800000000000001,0.15299877600979192,0.4835164835164835,0.18681318681318682,0.2775,0.1467136150234742
32,131411020033,1314,2013-11-02,CLE,74,IND,89,1,0.4255952380952381,0.23214285714285715,0.31,0.1269035532994924,0.5141843971631206,0.3333333333333333,0.22700000000000004,0.17622870569806148
33,131411020034,1314,2013-11-02,CHI,104,PHI,107,1,0.44654088050314467,0.22012578616352202,0.2745,0.16863406408094436,0.5632183908045977,0.15517241379310345,0.23750000000000002,0.16248023888986474
34,131411020035,1314,2013-11-02,CHA,84,NOP,105,1,0.4263803680981595,0.2085889570552147,0.185,0.10538417321325926,0.403954802259887,0.20903954802259886,0.315,0.12017090973829446
35,131411020036,1314,2013-11-02,MEM,99,DAL,111,1,0.5058823529411764,0.19411764705882353,0.21100000000000002,0.1519213583556747,0.519774011299435,0.22033898305084745,0.24800000000000003,0.14619883040935672
36,131411020037,1314,2013-11-02,TOR,97,MIL,90,0,0.4827586206896552,0.11494252873563218,0.336,0.1322510032834732,0.47151898734177217,0.2468354430379747,0.2425,0.1440645409143296
37,131411020038,1314,2013-11-02,HOU,104,UTA,93,0,0.5369127516778524,0.3288590604026846,0.342,0.18018018018018017,0.4420731707317073,0.22560975609756098,0.3225,0.18175523628180715
38,131411020039,1314,2013-11-02,SAS,105,POR,115,1,0.5058823529411764,0.11764705882352941,0.174,0.12844909609895339,0.4782608695652174,0.15217391304347827,0.27399999999999997,0.09043226623259179
39,131411020040,1314,2013-11-02,SAC,87,GSW,98,1,0.475,0.24375,0.253,0.111003861003861,0.6141975308641975,0.25308641975308643,0.226,0.17284169473497607
40,131411030041,1314,2013-11-03,BOS,77,DET,87,1,0.4894366197183099,0.323943661971831,0.3115,0.18529076396807298,0.5329341317365269,0.25748502994011974,0.3215,0.16151562772830452
41,131411030042,1314,2013-11-03,WAS,93,MIA,103,1,0.49127906976744184,0.20348837209302326,0.28850000000000003,0.14565677966101695,0.5714285714285714,0.27232142857142855,0.14333333333333334,0.16756896107244135
42,131411030043,1314,2013-11-03,BRK,86,ORL,107,1,0.49666666666666665,0.30666666666666664,0.21600000000000003,0.15660592255125286,0.520912547528517,0.1444866920152091,0.2396666666666667,0.1557907113462669
43,131411030044,1314,2013-11-03,PHO,96,OKC,103,1,0.4759036144578313,0.19879518072289157,0.311,0.1438648598477817,0.4176829268292683,0.27439024390243905,0.2565,0.15392973560304238
44,131411030045,1314,2013-11-03,MIN,109,NYK,100,0,0.4689265536723164,0.3050847457627119,0.251,0.12315270935960591,0.46496815286624205,0.1592356687898089,0.22950000000000004,0.17819302639183202
45,131411030046,1314,2013-11-03,ATL,103,LAL,105,1,0.5359477124183006,0.30718954248366015,0.152,0.1414827391058291,0.4621212121212121,0.19318181818181818,0.24300000000000002,0.13697831662392165
46,131411040047,1314,2013-11-04,MIN,92,CLE,93,1,0.48046875,0.32421875000000006,0.24133333333333337,0.11946386946386946,0.40637450199203184,0.20717131474103584,0.24933333333333338,0.13487003433055417
47,131411040048,1314,2013-11-04,GSW,110,PHI,90,0,0.6050420168067228,0.2100840336134454,0.19566666666666666,0.1754277976117198,0.5596153846153846,0.15,0.234,0.154467680608365
48,131411040049,1314,2013-11-04,BOS,88,MEM,95,1,0.4722222222222222,0.2685185185185185,0.2796666666666667,0.19823506842307198,0.48443579766536965,0.21400778210116728,0.25866666666666666,0.1503360452776795
